ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Sense_IDs
XV000539,mue,Ese rratonca casito dentrarca miyo catsaman.,,,That mouse almost got in my house.,,,SN000562 ; SN000949
XV000540,mue,Ese señorapa cabeza caspa caspa.,,,That woman has a lot of dandruff.,,,SN000563
XV000541,mue,Ese taytaca diunavez castigan huahuacunata.,,,That man is always punishing the children.,,,SN000564
XV000542,mue,Cashtilla rrevosota cobijashpa andancarcani.,,,I would go wrapped up in a Castile shawl.,,,SN000565 ; SN002560
XV000543,mue,Arriba Pijal Altopi vivin tio Manuel Castillo.,,,Manuel Castillo lives in Pijal Alto.,,,SN000566
XV000544,mue,Yoca entonseca ese castillocunapa esecunapan platata poninaima canga comprangapa castillopi llenachingapa.,,,"So, for the castillos; we need to chip in to buy it and fill it up.",,,SN000567
XV000545,mue,Ese mio hermanopa catapulgahuan pajarota matan.,,,My brother killed the bird with a slingshot.,,,SN000568 ; SN002144
XV000546,mue,Catorse añogomi yo trabajoman ishpa ya enseñarcani.,,,I started learning at the age of 14 when I went off to work.,,,SN000569
XV000547,mue,Miyo catsa adentroca chiquito chiquitomi.,,,The inside of my house is really small.,,,SN000570
XV000548,mue,Miyo hermano mayorme ayer catsararca.,,,My bother got married yesterday.,,,SN000571
XV000549,mue,"Yo vivircani mio suedrahuan ocho añota, ocho añota vivishpa mio suedraca no casohuancarca ni cotsnashcata.",,,"I lived with my mother-in-law for eight years, and for eight years she didn't appreciate anything I did, especially the meals I prepared.",,,SN000572
XV000550,mue,Nosotros papasocunataca catsonamy canchi.,,,We have to obey our parents.,,,SN000573
XV000551,mue,Invernaderocunapi cauchocunata demasiado ponin.,,,They put a lot of plastic on the greenhouses.,,,SN000574 ; SN001522
XV000552,mue,Cayacama!,,,See you tomorrow!,,,SN000575
XV000553,mue,San Pedropica gushtotamari jentihuacunaca bailanajun Cayambipeca.,,,"In Cayambe, during San Pedro, they dance beautifully.",,,SN000576 ; SN001412 ; SN002223 ; SN002641
XV000554,mue,Piedra caymujon.,,,Rocks are falling.,,,SN000577
XV000555,mue,Ese caballocunapa cazcoca duro durocunami.,,,Horse hooves are really hard.,,,SN000578
XV000556,mue,Ese tioca casco ponishca andanlla.,,,The man only rides with a helmet on.,,,SN000579
XV000557,mue,Cebadapash trigopash varatomi.,,,Barely and wheat are also cheap.,,,SN000580
XV000558,mue,No tsambo pepahuanca asillama comercanchi cebollahuan salhuanlla.,,,"We eat it without gourd seeds, just with onion and salt.",,,SN000581 ; SN002995
XV000559,mue,Ayer nosotrosca Cayambeman inchi Doña Ceciliahuan y ellapa hijahuandi nada no abishca.,,,Yesterday we went to Cayambe with Ms. Cecilia and her daughter but there was nothing there.,,,SN000582 ; SN001053
XV000560,mue,Haypi ya tuyo numero de cedulahuan y tuyo nombrehuan ya salinlla sistemapica vacunata sacangapa.,,,"Her name and ID number now appear in the system, so they can take away the cow.",,,SN000583
XV000561,mue,Mio cejaca negromi.,,,My eyebrows are black.,,,SN000584
XV000562,mue,Mio cusaca bien celosomi.,,,My husband is really jealous.,,,SN000585
XV000563,mue,Ella otra celularta comprashca.,,,She bought another cell phone.,,,SN000586
XV000564,mue,Dihaymanta tardeca cementota cargangapa detsircamary.,,,"From there, they said to carry up the cement in the evening.",,,SN000587
XV000565,mue,Rosa andai! Cenata cotsinangui!,,,"Rosa, hurry up! Cook dinner!",,,SN000588
XV000566,mue,"Cenaidapa perrocuna haci carca, nocho Rosapacpi?",,,"That's how Zenaida's dog was at Rosa's place, right?",,,SN000589 ; SN002037
XV000567,mue,Ese cerroman cenderoca largo largomi.,,,The trail to the mountain is really long.,,,SN000590
XV000568,mue,Volcanca botarcami arto cenizata.,,,The volcano erupted a lot of ash.,,,SN000591
XV000569,mue,Cuanto centimetropitac cembranguichi?,,,How many centimeters deep do you guys plant?,,,SN000592
XV000570,mue,"Cambio de colores moda de ropa venin, nosotrospa hasillata atsena ese colorta uno querishcata atsena can camisa y centro.",,,"Different colors and styles come, so we make shirts and skirts out of the color they want.",,,SN000593
XV000571,mue,Ellami ponin vacunata aretesta ya haymi pasan centro agricolaman.,,,"After she tags the calf, it heads to the agricultural center.",,,SN000594
XV000572,mue,Abajo centro de informacionpi cuartogumi vastante chiquito.,,,The information center room below is really small.,,,SN000595
XV000573,mue,Steeven andai dienteta cepillangui!,,,"Steven, go brush your teeth!",,,SN000596
XV000574,mue,Pasamopay ese cepillota.,,,Please hand me that comb.,,,SN000597
XV000575,mue,Ese abejacunapa ceraca buenomi.,,,Beeswax is good.,,,SN000598
XV000576,mue,Vosca cerbezata denoche tomarcangui.,,,You had a beer last night.,,,SN000599 ; SN002919
XV000577,mue,Trabajo ya aqui sercalla cashpaca ya todito venin.,,,Everyone came being that my work is nearby.,,,SN000600
XV000578,mue,Mañana igrinajun cercata pintangapa.,,,Tomorrow they're going to go paint the fence.,,,SN000601
XV000579,mue,Vamos elcuna cercanhoras abajo potrerota cercangapa.,,,"Let's go, they're building a fence down in the pasture.",,,SN000602 ; SN000603
XV000580,mue,Jugota atsishpaca cerninami.,,,"When you make juice, you have to strain it.",,,SN000604
XV000581,mue,No olvidaychu puertata cerranata.,,,Don't for get to close the door.,,,SN000605
XV000582,mue,Miyo maridome llegarca arriba cotopaxi cerroman.,,,My husband climbed to the top of Cotopaxi.,,,SN000606 ; SN000830 ; SN001715
XV000583,mue,Mio cesocunaca mas memoriadomi.,,,I have a good memory.,,,SN000607 ; SN001866
XV000584,mue,Frutillataca comotac Chabelaca sembrai enpesarcangueyari.,,,"Just like Chabela, do you know how she started planting strawberries?",,,SN000608
XV000585,mue,"Aqui chacatapish abajo chupatapash venencarca, gallocunaca venencarca mutsicacunahuan medio diallata.",,,"From about noon, they started to come with the roosters from both the upper and lower bridges.",,,SN000609
XV000586,mue,Ese gusanocunaca buenomi chagrapica.,,,Worms are good for the land.,,,SN000611
XV000587,mue,Hombrecunaca chalecullata ponen.,,,The men wear vests.,,,SN000613
XV000588,mue,Ay arribapi nuestra Tayta Chamiza detsishca.,,,Further up the mountain lives a friend who we call Mr. Chamiza.,,,SN000614
XV000589,mue,Champutsma nocha asena.,,,Don't you have to make the champus?,,,SN000615
XV000590,mue,Ese puercotaca chamuscanchimy.,,,We singe the pig.,,,SN000616
XV000591,mue,Nosotrosca chancletastami usanchi calorpica.,,,"When it's hot out, we wear sandals.",,,SN000617
XV000592,mue,Artota andacpica changacunatami dolihuan.,,,My legs hurt when I walk a lot.,,,SN000618
XV000593,mue,Aquipica champiñonesca nohuaymi.,,,There aren't any mushrooms here.,,,SN000619
XV000594,mue,Ñuestro trabajota chapana canchi.,,,We have to check out the work.,,,SN000620
XV000595,mue,Nuestroca ocupanchi artu chapu chapu jilohuacunaca.,,,We use lots of colorful threads.,,,SN000621
XV000596,mue,Mio chaquica incharcami caishca despues.,,,My foot swelled up after I fell.,,,SN000622
XV000597,mue,Papa chauchagutami masque como quieramari sembranchi.,,,We plant chaucha potatoes or whatever.,,,SN000625
XV000598,mue,"Que quichuata querishpa, chaupi shimita querishpapish fasilmenteme aprendenga aquipi vivishpaca.",,,"If you want to learn Quichua or Media Lengua, it's easy if you live here.",,,SN000626
XV000599,mue,Nada atras asiendacunapipash seco; vacacunapish atras cominajun chayrapish verdiajucta ya cuminajun.,,,"There's no grass in the farm, everything is dry; the cows eat everything as soon as it turns green.",,,SN000627 ; SN003084
XV000600,mue,Aquipeme chelacunata friota venden.,,,They sell cold beer here.,,,SN000628
XV000601,mue,Elca Chiboleopichu vivirca?,,,Did he live in Chiboleo?,,,SN000629
XV000602,mue,Encarnacion Chicaizami cani.,,,I am Encarnacion Chicaiza.,,,SN000630
XV000603,mue,Ahora chico chicullata no crianca ahora curachichonmari queren.,,,"Nowadays, the calves don't develop correctly so they want to give them injections.",,,SN000633
XV000604,mue,Mañanaca chifi moteta cotsinagrijuni.,,,Tomorrow I am going to cook a mixed corn dish.,,,SN000634
XV000605,mue,Ese chifichaca pues cogigrishcallatama atras atras ijushpa.,,,"So, the Chificha started after them.",,,SN000635
XV000606,mue,Chiguacuca al rededor de floresme volajun.,,,The blackbirds are flying around the flowers.,,,SN000636
XV000607,mue,"Ese espinocunaca picajurianga espaldape detsin, ""ayau ayau!"" quindisillu, ""ayau ayauhua! Chihuaquito, no picahuaychu!"" detsishpa venijushca.",,,"As the thorns poked him in the back he yelled out ""Ouch! Hummingbirds and chiwakus132 stop poking me!"" as he went on his way.",,,SN000637
XV000608,mue,"Ese barriga mamacuta llorajucpy diarreyahuanshna, esepe caren agua de chilcata daren.",,,If one's stomach is growling like one is about to have diarrhea; we give them seep willow water.,,,SN000638
XV000609,mue,Ya ultimo diaca Chilcopi pero hay Chilcomanca ya no andanchu.,,,"On the last day of the festival In Chilco, not everyone goes there.",,,SN000639
XV000610,mue,Animalcunaca juytamy chillan denocheca.,,,"At night, the animals make a lot of noise.",,,SN000640
XV000611,mue,Pay limpiota chilpishpa lavashpa.,,,"After cutting it all, we wash it.",,,SN000641
XV000612,mue,Mi hermana chimba tendapi comprajun.,,,My sister is buying it at the store nextdoor.,,,SN000642
XV000613,mue,Chimbaloca ahizanca conapi maduran.,,,Chimbalos ripen in the heat.,,,SN000643
XV000614,mue,Denocheca ese chimeneacunaca humianajunmi.,,,Smoke billows out of the chimney at night,,,SN000644 ; SN001472
XV000615,mue,Mamitatan! Coleranayan jala imapash chiqui imapash mala suerten caringa.,,,"Oh my god! I'm so angry, I have such bad luck!",,,SN000645 ; SN001773
XV000616,mue,Asi chiquinohuacunama madurashca.,,,They're really small when they ripen.,,,SN000646
XV000617,mue,"Detsencarca, cuando yo chiquita cauras hasi ircani vingapa ese cocha companiacuna.",,,"They said that when I was little, I went to see Cocha Compañia.",,,SN000647 ; SN000696
XV000618,mue,Ese huahuaca chiquito chiquitohuami.,,,The child is so small.,,,SN000648
XV000619,mue,"Aqui Atagualpapica frio climamantami no breve maduran, agostollata sembrana aymi igualan uraiucu gentehuanca igualanllami maizca.",,,"Here in Atagualpa, the weather is cold, so the crops don't ripen quickly. In August, we have to plant to keep up with those from the lower sectors; especially the corn.",,,SN000649 ; SN001478
XV000620,mue,Mio aguelaca comomi chirichina.,,,My grandma is always cold.,,,SN000650
XV000621,mue,Noviembretaca juitsotami chirin y demasiado llubin.,,,"November is really cold, and it rains way too much.",,,SN000651
XV000622,mue,Ya chishian.,,,It' getting late.,,,SN000652
XV000623,mue,Ese chisteca auraca platami costagrin.,,,That little joke is not going to cost them some money.,,,SN000653 ; SN000824
XV000624,mue,Ahoraca galletascuna chitoscunata comen.,,,Now they eat crackers and chitos.,,,SN000654
XV000625,mue,Ese chivoca demaciadomy comen.,,,That goat eats way too much.,,,SN000655
XV000626,mue,Chochosca buenomi nuestro saludpa.,,,Lupin beans are good for our health.,,,SN000656 ; SN002629
XV000627,mue,Mio hermanaca chocllota desojayta gushtanmi.,,,My sister likes to shuck corn.,,,SN000657
XV000628,mue,Ese choclo cauca chocllo coladapimi usanchi.,,,We use corn that is in the process of drying in our corn soup.,,,SN000658
XV000629,mue,"Noves chofer cursomanpish ircanica, aipicaren no podercanica llenachita pruebacunata.",,,"I went to a bus driver course, but I couldn't fill in the test.",,,SN000659 ; SN002407
XV000630,mue,Este maizcunaca chojllo tandapamy bueno.,,,This corn is good for making cornbread.,,,SN000660
XV000631,mue,"Asillata jaricunapash ponen zapatosta, pantalonta, chompata pero sombrerocunata ya no poninchu nuestro este joven tiempoca.",,,"When it comes to the men, they now wear shoes, pants, jackets and hats but the younger generations no longer wear our traditional hats.",,,SN000661
XV000632,mue,Arriba borrego corralpi abirca uno choza.,,,Up by the sheep corral there used to be a hut.,,,SN000662
XV000633,mue,Ya aora yoca papagoima chucchingapaima icarcani comingapaca.,,,Today I was going to go collect some potatoes to eat.,,,SN000663
XV000634,mue,"Barriga dionaves llorajun, ""chul chul chul chul"" detsejun esepa bueno ahua de chilca ñabihuacunata aguata hervichishpa haypi batishpa tomachingapa.",,,My stomach is always growling and making gurgling sounds; it's said that it's good to boil and blend up seep willow sprouts and then drink it.,,,SN000664 ; SN001988
XV000635,mue,"Diaymanta sembrarcanchi chaupica maizgota, morochogota, siguienteca chulpi, canguil.",,,"From there, we planted half normal corn and half hominy corn; after that we'd plant chulpe corn and then corn for popcorn.",,,SN000665
XV000636,mue,Ese genticunaca fiestapi chumangapa inajun.,,,People go to the party to get drunk.,,,SN000666
XV000637,mue,Miyo tiyoca chumashcamy.,,,My uncle is drunk.,,,SN000667
XV000638,mue,"Y asillata ya ese velorio de nocheca jugashpami chungan, apostashpa juegocunata algunos hombrecunaca quedan jugashpa.",,,The evening of the funeral some of the men will stay behind playing betting games such as chungana.,,,SN000668
XV000639,mue,Miyo huarmica chunuyajunmi.,,,My wife has wrinkles.,,,SN000669
XV000640,mue,Murcielagocuna sangreta chupan.,,,Bats suck blood.,,,SN000670
XV000641,mue,Chushijcunaca grande grandemy.,,,Owls are really big.,,,SN000671
XV000642,mue,"Chuta, ahora si vigrisha mio vecinapa pierna dentropi dormijunga.",,,"Darn it, now I'm going to look my neighbor's legs [where my cat] has supposedly been sleeping.",,,SN000672
XV000643,mue,Ahoraca cieloca claritome amanecishca.,,,Today the sky turned out to be clear.,,,SN000674
XV000644,mue,Otrocunapish acimi detsen mama mayorcuna cientami cojinajun pero yoca solo cincuentallatami cojine.,,,"Some people told me that the old woman is receiving $100, but I only get $50.",,,SN000675
XV000645,mue,Ciento cincuenta carianga personacuna.,,,I think there's about 150 people.,,,SN000676
XV000646,mue,Veinte cinco añopamari carca cinco añopillama pagarcanchi.,,,"[The loan was] for 25 years, but we paid it in just 5.",,,SN000677 ; SN003206
XV000647,mue,A vesesca dolargopa cincuenta centavogupa ya porlomenos pasagegupa salen.,,,Sometimes the bus fare comes out to be $1.50.,,,SN000678
XV000648,mue,Dentragrinajunchimi cinyma.,,,We're going to go into the movie theater.,,,SN000679
XV000649,mue,Sabilapash asillata buenomi bastanteta trabajacpica cinturascunata dolicpica.,,,Aloe vera is good after one has worked a lot and their waist hurts.,,,SN000680 ; SN002607
XV000650,mue,Ellacunaca cuidadmanmi irca.,,,They went to the city.,,,SN000681
XV000651,mue,Ese sillata clabanamy no caychun.,,,That chair needs to be nailed down so it doesn't fall over.,,,SN000682 ; SN002741
XV000652,mue,Tia Clara trabajan plantasionpi.,,,Ms. Clara works in a plantation.,,,SN000683 ; SN002882
XV000653,mue,Ese luserocunaca clarito claritomy can denocheca,,,"At night, the stars are very bright.",,,SN000684
XV000654,mue,"Arrtoma diferente quichua unificado, detsen pero no, aquipica mas claro hablanchi palabracuna mas claro.",,,"It's a lot different than unified Quichua, but no, here we use words that are easier to understand (it's clearer).",,,SN000685 ; SN003027
XV000655,mue,Clases despuespe ijuni mio cusahuan caféta tomangapa.,,,"After classes, I'm going to have coffee with my husband.",,,SN000686
XV000656,mue,Eseca buelta otro clientecuna.,,,This is a problem with other clients.,,,SN000687
XV000657,mue,Lorientemanta ese climaca humedo humedomi.,,,The climate in the jungle is really humid.,,,SN000688 ; SN001471 ; SN001740
XV000658,mue,"Derrepente azucar, jabon, este papel, ese cloroyma, desinfectante esecunallatami compranchi casi mayor parte.",,,"Occasionally, we'll buy sugar, soap, toilet paper, bleach, disinfectant and things like that.",,,SN000689 ; SN000975
XV000659,mue,Cobijatamy tendegrinajunchy solpy.,,,We're going to go lay the blank out in the sun.,,,SN000690 ; SN002867
XV000660,mue,Friopica cobijashpamari andana.,,,We have to get under the covers when it's cold.,,,SN000691
XV000661,mue,"Cobil muchijuhuata, patriota muchijohuatami, o palo muchiju detsishcahuata ponincushpa vivircanchi.",,,"We would wear these types of hats, which had various names such as 'Stick' hats, 'Cobil' hats and 'Patriarca' hats.",,,SN000692 ; SN002210
XV000662,mue,Deaica otrocunapash hasi inllacho nocho faltacpimaca cobrangapac quidan multata.,,,"It happens to others as well, if they miss [a meeting] they get fined.",,,SN000693
XV000663,mue,"Sementeriomanca todito familia, todito comunidad genticunami cocabihuan andan.",,,All the family members and all the deceased's community arrive to the cemetery with an offering.,,,SN000694
XV000664,mue,Llovicpica cocha cochamy tucon.,,,"When it rains, it turns in to a huge lake.",,,SN000695
XV000665,mue,Ese cuchillohuan manota lastimarcani.,,,I cut my hand with the knife.,,,SN000697 ; SN001648 ; SN001798
XV000666,mue,Deltodo codisiashcani guaguacunatalla.,,,"Over everything, they're jealous that I've had a lot of children.",,,SN000698
XV000667,mue,Miyo codota lastimarcanimi jugaymanta.,,,I hurt my elbow because I played.,,,SN000699
XV000668,mue,Medidata coginamy cani maderata cortangapa.,,,I have to take the measurement before I cut the wood.,,,SN000700 ; SN001857
XV000669,mue,Ese cogolloca rretoñajun.,,,The buds are sprouting.,,,SN000701
XV000670,mue,"Cayshpa liciadomy quedarcani, cojomy quedarcani.",,,"I injured myself falling, now I'm crippled.",,,SN000702 ; SN001679
XV000671,mue,Otavalomantaca colatami traemona cangui.,,,I'm going to bring pop from Otavalo.,,,SN000703 ; SN002959
XV000672,mue,Deiai entonsesca asecho comunacunapi obligado pai quepacpish gallocunapacpish pai comuna sercacunata juita piden colaborasioncunataima ratostaca no poneshpata buelta alafuersa ponena tucu detsene no teneshpapish.,,,"So, in the communities it's required that we contribute in presenting the roosters; they especially relay on those of us who live near the community center; there's times when we don't have money, but we have to find a way.",,,SN000704
XV000673,mue,"Derrepente salin aguamantapash pagana luzmantapash pagana, ya buelta huahuacunamanpash colacionpa ya utilespa.",,,Sometimes we have to pay the water or electricity bill; other times we have the pay the kids' snacks or school supplies.,,,SN000705
XV000674,mue,Uno cucharontami dahuarca coladata.,,,They gave me a ladle of soup.,,,SN000706
XV000675,mue,"Diaymanta ya asi acabashpa ese comidacunaca algunosca maiz comidata atsin, algunosca colada moradata.",,,"After there is no more api soup, some people make food from corn and some will make morocho with milk.",,,SN000707
XV000676,mue,Abajo mama Miche Colanga.,,,Below at Ms. Miche Colanga's.,,,SN000708
XV000677,mue,Ese colchaca grande grandemi!,,,This bedspread is huge!,,,SN000709
XV000678,mue,Colerami cani.,,,I am angry.,,,SN000711
XV000679,mue,Ese colera emfermedadca peligrosomy.,,,Cholera is a dangerous disease.,,,SN000712 ; SN002233
XV000680,mue,Juytami coleranayan harrto trabajota tenishpaca.,,,I get angry when I have a lot of work to do.,,,SN000713 ; SN001622
XV000681,mue,Ondepicha colespash?,,,Where might the cabbage be?,,,SN000714
XV000682,mue,Yoca rropata colgarcani ese orquetapi.,,,I hang the clothes on that branch.,,,SN000715 ; SN002104
XV000683,mue,Ese colibricunaca airepimi volanajun.,,,Hummingbirds fly in the air.,,,SN000716 ; SN003135
XV000684,mue,No poninchu coliflorta ensaladapi.,,,She doesn't put cauliflower in the salad.,,,SN000717
XV000685,mue,Ese parte de colinaca adentromanmi inclinashca.,,,"Further in, part of the hill is quite steep.",,,SN000718
XV000686,mue,Ese coliseoca despues de futbolca vaciomi quedarca.,,,That stadium is empty after the soccer.,,,SN000719 ; SN001315
XV000687,mue,Huachota tirashpa buelta colmana tocan,,,We have to lay down more soil after making the furrows.,,,SN000720
XV000688,mue,Colombianocuna detsinma cuydadorcunaca.,,,They say the caretaker is Colombian.,,,SN000721 ; SN000908
XV000689,mue,"Deaymanta buelta comidapaca de ley uno gallo de campo otroca ese cubano o gallina colorada pico corrtashca, ese gallinata ponina tocan totalca dos.",,,"For the meal, it obligatory that we put in at least two roosters with their beaks cut; either a country rooster, a cubalaya rooster, or a red rooster.",,,SN000723 ; SN000860
XV000690,mue,Miyo maridoca coloradomy ponerca solmanta.,,,My husband turns red in the sun.,,,SN000724
XV000691,mue,Indigena gentecunaca a colores rropatami tenen.,,,Indigenous people have colorful clothing.,,,SN000725 ; SN001495
XV000692,mue,Ese tiaca en comashi.,,,The woman is in a coma.,,,SN000726
XV000693,mue,Comapa despuesca quitata ponishun.,,,What should we put after the comma?,,,SN000727
XV000694,mue,Miyo comadreca invitarcamy comingapa.,,,I invited my godmother to eat.,,,SN000728 ; SN001528
XV000695,mue,"Maspish mas caro que feria, mas que feriacunapira un poco combeniente abin campocunapira mas valichin.",,,It's more expensive than the rest in countryside; it's a bit more convenient in the markets.,,,SN000729 ; SN001835
XV000696,mue,Elconaca no combenishca yarin y rretirarca poco pocomi retirashpa seguirca.,,,"I'd imagine it wasn't in their interest, so they quit; they've been quitting little by little.",,,SN000730
XV000697,mue,Quitata combersanajunguichi?,,,What are you guys talking about?,,,SN000731
XV000698,mue,Vesinocunamanpash combidashpami vivirin.,,,It's normal to share with the neighbors.,,,SN000732
XV000699,mue,Asi comederota tenishpa arrendashpa potrerogocunata arrendashpa teneni ganadohuacunata asi arrendashpa.,,,By renting the meadow or trough I can have some cattle.,,,SN000733
XV000700,mue,Aquipimi tercera edadpa comedor.,,,Here is this dinning room for seniors.,,,SN000734 ; SN002872
XV000701,mue,Ayer demas comicpi mio barrigaca lleno llenomi carca.,,,"Yesterday, I ate too much, and my stomach was really full.",,,SN000735
XV000702,mue,Auraca pero las dosmanta comensanga.,,,"Today it should start, but from 2 onward.",,,SN000736
XV000703,mue,Yotaca juytamy comesonta dahuan pulga morrdecpy.,,,It itches a lot whenever a flea bites me.,,,SN000737 ; SN002418
XV000704,mue,Ese comida sin salca no saborrta teninchu.,,,Food without salt doesn't have flavor.,,,SN000738 ; SN002609
XV000705,mue,Tuyo hermanucunaca comota llamarca?,,,What were your brother’s names?,,,SN000739
XV000706,mue,Como sea alcansan como platago alcansarengacaman.,,,"However possible, I'll make the money last.",,,SN000740
XV000707,mue,"Si, catsatapish acabanata pensanche mas que fiashpa masque comopash.",,,"We want to finish building the house, even if we need to take out a loan.",,,SN000741
XV000708,mue,Pagashpa hasi comoquiera vivishpa sentanajunchi.,,,We feel that should pay however possible.,,,SN000742
XV000709,mue,Asi tiempoca pay ese Compa Toaquisa viviurasma San Juanca carca ashta famado.,,,"Back in the day when Godfather Toaquisa was alive, that was the real San Juan festival; it was really well known.",,,SN000743
XV000710,mue,Mio hermanaca mio papasota terrenoman compañashpa ijun.,,,My sister goes with my dad to the land.,,,SN000744
XV000711,mue,Ese compañero Luis llevajun florta mariaman.,,,My colleague Luis brings flowers to Maria.,,,SN000745 ; SN001818
XV000712,mue,Mañanapa deberrta completanamy cany.,,,I have to finish tomorrow's homework.,,,SN000746
XV000713,mue,"No completota paganguichu, solo lamitadllatami pagangui.",,,You don't have to pay the whole thing; you can pay just half.,,,SN000747 ; SN001637
XV000714,mue,Ese carro componichishca vuelta dañarca.,,,The car just got fixed and now it's broken down again.,,,SN000748
XV000715,mue,"Nocho, sabadota o dominguymaca icarca comprasta atsingapa.",,,"No, Saturday or Sunday I went shopping.",,,SN000749
XV000716,mue,Cosechanchi compradorta ya buscamujunmi.,,,"As soon as we harvest, we have to find a buyer.",,,SN000750
XV000717,mue,Elca no comprenden.,,,He doesn't understand.,,,SN000751
XV000718,mue,Venin nosotrosta acompañangapa cualquier compromisope.,,,They go with us to any event,,,SN000752
XV000719,mue,Gobierno computadoracunata darca escuelacunaman.,,,The government gave computers to the school.,,,SN000753 ; SN001342
XV000720,mue,Comunapica nochu dirigente pasashcangui derepentillapash?,,,"By any chance, weren't you president of the community?",,,SN000754 ; SN001032
XV000721,mue,Serca rrapido rrapido comunicaren comunicaytaca.,,,On communicate really fast [with a cell phone].,,,SN000755
XV000722,mue,Yoca dibujopica masme concentrane.,,,I'm very concentrated in the drawing.,,,SN000756
XV000723,mue,Ese armadillocunapa conchata atsinchi charangopa.,,,We used to make charangos with armadillo shells.,,,SN000757
XV000724,mue,"""Asi ishpaca enterohuan comidahuanca veneni"", tsen mama Isabel condenada.",,,"Ms. Isabel's stepdaughter says, ""I come with all the food"".",,,SN000758 ; SN001532
XV000725,mue,Via costaca bueno condicionpemy can.,,,The costal highway is in good condition.,,,SN000759 ; SN000822
XV000726,mue,Nuestro condorta pasacta vircangui vastante añopica.,,,I saw one of our condors fly by here many years ago.,,,SN000760
XV000727,mue,Ese conejocuna de color grisca aquipimi vevin.,,,Those gray rabbits live around here.,,,SN000761 ; SN001379 ; SN003094
XV000728,mue,Manualidadescunata ya elcuna confeccionan.,,,They tailor handicrafts.,,,SN000762 ; SN001805
XV000729,mue,Yoca confiansa mandani vacaman.,,,I trustingly send him to the cow.,,,SN000763
XV000730,mue,"Entonces ahorami hablagrini acerca de mediano conpadrecunata cogingapa matrimoniopa, bautizopa, confirmacionpa.",,,"Now I am going to talk about a gift called the mediano that a Godfather has to prepare for a wedding, baptism or confirmation.",,,SN000764 ; SN001852
XV000731,mue,Y otrocuna buelta no entendenca 'ally' y 'aly'huanca confunderinma.,,,"On the other hand, others will confuse 'ally' with 'aly'.",,,SN000765
XV000732,mue,Esta pay pedasiashpa congeladorape libra libra ponecpi llenarca.,,,"When you put it in the freezer, piecing it up pound by pound, it'll fill up.",,,SN000766
XV000733,mue,Conjuntocunata ponijun ese ladoman.,,,"On that side, they're organizing in groups.",,,SN000768
XV000734,mue,Pasage en manoma ijun hijopash conlasjustasmari no alcansan.,,,"They don't have enough to pay the bus, and their son just barely has enough.",,,SN000769
XV000735,mue,Mayoralca toditopa nombretamy conosen.,,,The foreman knows everyone's name.,,,SN000770 ; SN001846
XV000736,mue,Esegopash compañiacunapi trabajaspami mas nesesitarin.,,,One needs more working in these company.,,,SN000772
XV000737,mue,Nuetro comunamanta compañeracunallata cotsen hacillata manopipash maquinapipash.,,,Colleagues from our community sew by hand and with sewing machines.,,,SN000773 ; SN000834
XV000738,mue,"Asi nuetroca comidata compartinche toditoman plato, sopa, y seco, y mas aparte de ese buelta otro plato tipico can colada.",,,"We share our food with everyone, soups, main dishes; we also have traditional dishes, like colada.",,,SN000774 ; SN002670
XV000739,mue,Mio refrigeradora conponinami.,,,I have to repair my fridge.,,,SN000775 ; SN002511
XV000740,mue,Mi hermana lado tendapi comprajun.,,,My sister is buying it at the corner store.,,,SN000776
XV000741,mue,Yoca mio hijota consejani.,,,I advise my daughter.,,,SN000777
XV000742,mue,Adelanteca solo pegajushca vivina mio maridoca; mio suedrapa consejota oishpa.,,,"In the past, my husband would always hit me because he would listen to his mother's advice to do so.",,,SN000778
XV000743,mue,Vos debujashpa mucho consentracionta tenengui.,,,"When you draw, you have a lot of concentration.",,,SN000779
XV000744,mue,Algunospallama consientecuna canyarin.,,,I think some should be more aware [of their actions].,,,SN000780
XV000745,mue,"No sirven, si vendehuan haymi pasachin ya centro agricolaman pasachin ese vacunata constachin ya haymi sacanchi guiataca.",,,"It doesn't work if I try to sell it; the cows have to go through the agricultural center for verification, then we can put it in the sellers-guide.",,,SN000781 ; SN001404 ; SN002731
XV000746,mue,Este construccioncunapimi esperanajunchi todota asi alcansachishun yashpa.,,,We're thinking about holding off on the construction to make sure we can afford it.,,,SN000782
XV000747,mue,Ayerca ese constructorca no vinishca.,,,"Yesterday, the builder didn't come.",,,SN000783
XV000748,mue,Contabilidadta no atsengui poreso no sabingui cuantota gastangui.,,,"I don't do any budgeting, so I don't know how much I spend.",,,SN000784 ; SN000853
XV000749,mue,Y ademas contable partepica bien estricto aquipe ni un centavo desbio no habinchu.,,,"Moreover, with regards to accounting, we've been very strict, and we've never had a single cent unaccounted for.",,,SN000785 ; SN000963 ; SN001210
XV000750,mue,Utilespe todota contacpica quiñientosca salenllamari.,,,"When taking into account all of the equipment, it's about $500.",,,SN000789
XV000751,mue,Miyo mujerca chiste buenocunatamy contahuan.,,,My wife tells me funny jokes.,,,SN000790
XV000752,mue,Ese longaguaca contenta hijon escuelaman.,,,The child is happy going to school.,,,SN000791
XV000753,mue,No contentanica tsenguimanca.,,,Tell him you're not happy.,,,SN000792
